genome,KO_number,Modules,median_comparison,TAXAID,pN_pS,order,family,genus,species,SRR,SRR_base,condition
Lachnospiraceae bacterium NK4A144,K01803,M00003,High,877421,0.089304678,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873605,SRR873605,High
Lachnospiraceae bacterium NK4A144,K01803,M00003,High,877421,0.107165613,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873606,SRR873606,High
Lachnospiraceae bacterium NK4A144,K01803,M00003,High,877421,0.097003357,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873607,SRR873607,High
Lachnospiraceae bacterium NK4A144,K01803,M00003,High,877421,0.115364322,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873608,SRR873608,High
Lachnospiraceae bacterium NK4A144,K01803,M00003,High,877421,0.089304678,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873609,SRR873609,High
Lachnospiraceae bacterium NK4A144,K01803,M00003,High,877421,0.099106411,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873610,SRR873610,High
Lachnospiraceae bacterium NK4A144,K01803,M00003,High,877421,0.080706553,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR1206671,SRR1206671,High
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.088926665,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873595,SRR873595,Low
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.099106411,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873596,SRR873596,Low
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.110317543,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873597,SRR873597,Low
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.091467427,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873598,SRR873598,Low
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.087111835,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873599,SRR873599,Low
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.041675516,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873600,SRR873600,Low
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.104806427,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873601,SRR873601,Low
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.070359559,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873602,SRR873602,Low
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.107165613,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873604,SRR873604,High
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.089304678,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873605,SRR873605,High
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.107165613,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873606,SRR873606,High
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.097003357,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873607,SRR873607,High
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.115364322,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873608,SRR873608,High
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.089304678,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873609,SRR873609,High
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.099106411,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873610,SRR873610,High
Lachnospiraceae bacterium NK4A144,K01803,M00165,High,877421,0.080706553,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR1206671,SRR1206671,High
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.064539548,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873595,SRR873595,Low
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.094658004,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873596,SRR873596,Low
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.15869136,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873597,SRR873597,Low
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.160190468,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873599,SRR873599,Low
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.161174439,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873600,SRR873600,Low
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.018931601,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873601,SRR873601,Low
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.106490254,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873602,SRR873602,Low
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.167043536,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873604,SRR873604,High
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.149460006,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873605,SRR873605,High
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.154894916,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873607,SRR873607,High
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.144478006,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873608,SRR873608,High
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.160918607,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873609,SRR873609,High
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.182898516,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR873610,SRR873610,High
Lachnospiraceae bacterium NK4A144,K01810,M00001,High,877421,0.184334008,Clostridiales,Lachnospiraceae,"",Lachnospiraceae bacterium NK4A144,SRR1206671,SRR1206671,High
Methanobrevibacter gottschalkii DSM,K00024,M00009,High,2790726,0.16426308,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873595,SRR873595,Low
Methanobrevibacter gottschalkii DSM,K00024,M00009,High,2790726,0.13642188,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873597,SRR873597,Low
Methanobrevibacter gottschalkii DSM,K00024,M00009,High,2790726,0.162276026,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873600,SRR873600,Low
Methanobrevibacter gottschalkii DSM,K00024,M00009,High,2790726,0.141373962,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873601,SRR873601,Low
Methanobrevibacter gottschalkii DSM,K00024,M00009,High,2790726,0.1368859,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873602,SRR873602,Low
Methanobrevibacter gottschalkii DSM,K00024,M00009,High,2790726,0.120210708,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873604,SRR873604,High
Methanobrevibacter gottschalkii DSM,K00024,M00009,High,2790726,0.128330531,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873605,SRR873605,High
Methanobrevibacter gottschalkii DSM,K00024,M00009,High,2790726,0.170809797,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873607,SRR873607,High
Methanobrevibacter gottschalkii DSM,K00024,M00009,High,2790726,0.167685227,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873608,SRR873608,High
Methanobrevibacter gottschalkii DSM,K00024,M00009,High,2790726,0.170809797,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873609,SRR873609,High
Methanobrevibacter gottschalkii DSM,K00024,M00009,High,2790726,0.167249681,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873610,SRR873610,High
Methanobrevibacter gottschalkii DSM,K00024,M00009,High,2790726,0.1477227,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR1206671,SRR1206671,High
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.107983189,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873595,SRR873595,Low
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.137526977,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873596,SRR873596,Low
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.101016532,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873597,SRR873597,Low
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.097533203,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873598,SRR873598,Low
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.088214168,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873599,SRR873599,Low
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.123499835,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873600,SRR873600,Low
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.17973976,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873601,SRR873601,Low
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.167814481,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873602,SRR873602,Low
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.177195415,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873604,SRR873604,High
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.176030751,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873605,SRR873605,High
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.192001077,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873606,SRR873606,High
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.197952592,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873607,SRR873607,High
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.203774727,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873608,SRR873608,High
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.175805647,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873609,SRR873609,High
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.195783562,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873610,SRR873610,High
Methanobrevibacter gottschalkii DSM,K00133,M00016,High,2790726,0.196624737,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR1206671,SRR1206671,High
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.107983189,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873595,SRR873595,Low
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.137526977,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873596,SRR873596,Low
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.101016532,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873597,SRR873597,Low
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.097533203,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873598,SRR873598,Low
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.088214168,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873599,SRR873599,Low
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.123499835,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873600,SRR873600,Low
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.17973976,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873601,SRR873601,Low
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.167814481,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873602,SRR873602,Low
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.177195415,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873604,SRR873604,High
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.176030751,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873605,SRR873605,High
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.192001077,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873606,SRR873606,High
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.197952592,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873607,SRR873607,High
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.203774727,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873608,SRR873608,High
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.175805647,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873609,SRR873609,High
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.195783562,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873610,SRR873610,High
Methanobrevibacter gottschalkii DSM,K00133,M00525,High,2790726,0.196624737,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR1206671,SRR1206671,High
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.107983189,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873595,SRR873595,Low
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.137526977,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873596,SRR873596,Low
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.101016532,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873597,SRR873597,Low
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.097533203,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873598,SRR873598,Low
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.088214168,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873599,SRR873599,Low
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.123499835,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873600,SRR873600,Low
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.17973976,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873601,SRR873601,Low
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.167814481,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873602,SRR873602,Low
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.177195415,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873604,SRR873604,High
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.176030751,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873605,SRR873605,High
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.192001077,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873606,SRR873606,High
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.197952592,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873607,SRR873607,High
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.203774727,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873608,SRR873608,High
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.175805647,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873609,SRR873609,High
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.195783562,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873610,SRR873610,High
Methanobrevibacter gottschalkii DSM,K00133,M00526,High,2790726,0.196624737,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR1206671,SRR1206671,High
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.107983189,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873595,SRR873595,Low
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.137526977,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873596,SRR873596,Low
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.101016532,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873597,SRR873597,Low
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.097533203,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873598,SRR873598,Low
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.088214168,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873599,SRR873599,Low
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.123499835,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873600,SRR873600,Low
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.17973976,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873601,SRR873601,Low
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.167814481,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873602,SRR873602,Low
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.177195415,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873604,SRR873604,High
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.176030751,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873605,SRR873605,High
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.192001077,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873606,SRR873606,High
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.197952592,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873607,SRR873607,High
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.203774727,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873608,SRR873608,High
Methanobrevibacter gottschalkii DSM,K00133,M00527,High,2790726,0.175805647,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,SRR873609,SRR873609,High
